plot,date_yyyymmdd,observed_by,subplot,species_code,cover_pct,height_cm,entered_by
d_134_shru_08,20220627,Adam,3,satr,6,14,Adam
d_134_shru_08,20220627,Adam,3,kosc,6,21,Adam
d_134_shru_08,20220627,Adam,3,elre,4,23,Adam
d_134_shru_08,20220627,Adam,3,sece,2,60,Adam
d_134_shru_08,20220627,Adam,4,_litter,70,,Adam
d_134_shru_08,20220627,Adam,4,_bare,30,,Adam
d_134_shru_08,20220627,Adam,4,brte,2,24,Adam
d_134_shru_08,20220627,Adam,4,satr,5,25,Adam
d_134_shru_08,20220627,Adam,4,kosc,2,24,Adam
d_134_shru_08,20220627,Adam,4,elre,3,33,Adam
d_134_shru_08,20220627,Adam,4,sece,1,61,Adam
d_134_shru_08,20220627,Adam,999,deso,0.5,,Adam
d_134_shru_08,20220627,Adam,999,chbe,0.5,,Adam
d_135_shru_08,20220627,Adam,1,_litter,100,,Adam
d_135_shru_08,20220627,Adam,1,_bare,0,,Adam
d_135_shru_08,20220627,Adam,1,satr,3,17,Adam
d_135_shru_08,20220627,Adam,1,elre,10,28,Adam
d_135_shru_08,20220627,Adam,1,sece,22,43,Adam
d_135_shru_08,20220627,Adam,2,_litter,100,,Adam
d_135_shru_08,20220627,Adam,2,_bare,0,,Adam
d_135_shru_08,20220627,Adam,2,satr,3,25,Adam
d_135_shru_08,20220627,Adam,2,sece,15,120,Adam
d_135_shru_08,20220627,Adam,2,kosc,3,57,Adam
d_135_shru_08,20220627,Adam,3,_litter,100,,Adam
d_135_shru_08,20220627,Adam,3,_bare,0,,Adam
d_135_shru_08,20220627,Adam,3,satr,5,18,Adam
d_135_shru_08,20220627,Adam,3,sece,4,74,Adam
d_135_shru_08,20220627,Adam,3,mesa,23,51,Adam
d_135_shru_08,20220627,Adam,4,_litter,100,,Adam
d_135_shru_08,20220627,Adam,4,_bare,0,,Adam
d_135_shru_08,20220627,Adam,4,satr,8,12,Adam
d_135_shru_08,20220627,Adam,4,elre,3,12,Adam
d_135_shru_08,20220627,Adam,4,sece,1,19,Adam
d_135_shru_08,20220627,Adam,4,kosc,1,11,Adam
d_135_shru_08,20220627,Adam,4,sial,1,12,Adam
d_135_shru_08,20220627,Adam,999,hean,0.5,,Adam
d_135_shru_08,20220627,Adam,999,bocu,0.5,,Adam
d_135_shru_08,20220627,Adam,999,atca,0.5,,Adam
d_087_shru_06,20220624,Adam & Jacob,1,_litter,20,,Adam
d_087_shru_06,20220624,Adam & Jacob,1,_bare,80,,Adam
d_087_shru_06,20220624,Adam & Jacob,1,satr,4,6,Adam
d_087_shru_06,20220624,Adam & Jacob,1,kosc,5,8,Adam
d_087_shru_06,20220624,Adam & Jacob,1,elre,2,45,Adam
d_087_shru_06,20220624,Adam & Jacob,2,_litter,95,,Adam
d_087_shru_06,20220624,Adam & Jacob,2,_bare,5,,Adam
d_087_shru_06,20220624,Adam & Jacob,2,satr,2,9,Adam
d_087_shru_06,20220624,Adam & Jacob,2,kosc,1,6,Adam
d_087_shru_06,20220624,Adam & Jacob,2,elre,9,25,Adam
d_087_shru_06,20220624,Adam & Jacob,3,_litter,100,,Adam
d_087_shru_06,20220624,Adam & Jacob,3,_bare,0,,Adam
d_087_shru_06,20220624,Adam & Jacob,3,satr,15,13,Adam
d_087_shru_06,20220624,Adam & Jacob,3,kosc,6,15,Adam
d_087_shru_06,20220624,Adam & Jacob,3,atca,18,115,Adam
d_087_shru_06,20220624,Adam & Jacob,3,deso,1,28,Adam
d_087_shru_06,20220624,Adam & Jacob,4,_litter,90,,Adam
d_087_shru_06,20220624,Adam & Jacob,4,_bare,10,,Adam
d_087_shru_06,20220624,Adam & Jacob,4,satr,0.5,7,Adam
d_087_shru_06,20220624,Adam & Jacob,4,kosc,17,7,Adam
d_087_shru_06,20220624,Adam & Jacob,4,elre,2,15,Adam
d_087_shru_06,20220624,Adam & Jacob,999,hean,0.5,,Adam
d_087_shru_06,20220624,Adam & Jacob,999,sial,0.5,,Adam
d_087_shru_06,20220624,Adam & Jacob,999,bocu,0.5,,Adam
d_087_shru_06,20220624,Adam & Jacob,999,brte,0.5,,Adam
d_088_shru_06,20220624,Adam & Jacob,1,_litter,60,,Adam
d_088_shru_06,20220624,Adam & Jacob,1,_bare,40,,Adam
d_088_shru_06,20220624,Adam & Jacob,1,kosc,14,11,Adam
d_088_shru_06,20220624,Adam & Jacob,1,satr,1,11,Adam
d_088_shru_06,20220624,Adam & Jacob,1,elre,3,15,Adam
d_088_shru_06,20220624,Adam & Jacob,1,bogr,13,14,Adam
d_088_shru_06,20220624,Adam & Jacob,2,_litter,1,,Adam
d_088_shru_06,20220624,Adam & Jacob,2,_bare,99,,Adam
d_088_shru_06,20220624,Adam & Jacob,2,kosc,9,15,Adam
d_088_shru_06,20220624,Adam & Jacob,2,satr,1,7,Adam
d_088_shru_06,20220624,Adam & Jacob,2,elre,6,16,Adam
d_088_shru_06,20220624,Adam & Jacob,3,_litter,3,,Adam
d_088_shru_06,20220624,Adam & Jacob,3,_bare,97,,Adam
d_088_shru_06,20220624,Adam & Jacob,3,kosc,8,14,Adam
d_088_shru_06,20220624,Adam & Jacob,3,satr,2,10,Adam
d_088_shru_06,20220624,Adam & Jacob,3,elre,0.5,15,Adam
d_088_shru_06,20220624,Adam & Jacob,4,_litter,95,,Adam
d_088_shru_06,20220624,Adam & Jacob,4,_bare,5,,Adam
d_088_shru_06,20220624,Adam & Jacob,4,kosc,21,5,Adam
d_088_shru_06,20220624,Adam & Jacob,4,satr,1,4,Adam
d_088_shru_06,20220624,Adam & Jacob,4,elre,2,12,Adam
d_088_shru_06,20220624,Adam & Jacob,999,brte,0.5,,Adam
d_088_shru_06,20220624,Adam & Jacob,999,sece,0.5,,Adam
d_088_shru_06,20220624,Adam & Jacob,999,chbe,0.5,,Adam
d_088_shru_06,20220624,Adam & Jacob,999,sial,0.5,,Adam
d_088_shru_06,20220624,Adam & Jacob,999,erna,0.5,,Adam
d_089_shru_06,20220624,Adam & Jacob,1,_litter,80,,Adam
d_089_shru_06,20220624,Adam & Jacob,1,_bare,20,,Adam
d_089_shru_06,20220624,Adam & Jacob,1,satr,5,9,Adam
d_089_shru_06,20220624,Adam & Jacob,1,kosc,4,10,Adam
d_089_shru_06,20220624,Adam & Jacob,1,elre,0.5,18,Adam
d_089_shru_06,20220624,Adam & Jacob,1,bocu,1,33,Adam
d_089_shru_06,20220624,Adam & Jacob,2,_litter,90,,Adam
d_089_shru_06,20220624,Adam & Jacob,2,_bare,10,,Adam
d_089_shru_06,20220624,Adam & Jacob,2,satr,12,11,Adam
d_089_shru_06,20220624,Adam & Jacob,2,kosc,1,10,Adam
d_089_shru_06,20220624,Adam & Jacob,2,elre,1,12,Adam
d_089_shru_06,20220624,Adam & Jacob,2,bocu,2,10,Adam
d_089_shru_06,20220624,Adam & Jacob,2,atca,20,105,Adam
d_089_shru_06,20220624,Adam & Jacob,3,_litter,5,,Adam
d_089_shru_06,20220624,Adam & Jacob,3,_bare,95,,Adam
d_089_shru_06,20220624,Adam & Jacob,3,satr,11,10,Adam
d_089_shru_06,20220624,Adam & Jacob,3,kosc,2,9,Adam
d_089_shru_06,20220624,Adam & Jacob,3,elre,0.5,13,Adam
d_089_shru_06,20220624,Adam & Jacob,3,sial,0.5,17,Adam
d_089_shru_06,20220624,Adam & Jacob,4,_litter,5,,Adam
d_089_shru_06,20220624,Adam & Jacob,4,_bare,95,,Adam
d_089_shru_06,20220624,Adam & Jacob,4,satr,6,12,Adam
d_089_shru_06,20220624,Adam & Jacob,4,kosc,4,12,Adam
d_089_shru_06,20220624,Adam & Jacob,4,elre,1,14,Adam
d_089_shru_06,20220624,Adam & Jacob,4,coar,2,6,Adam
d_089_shru_06,20220624,Adam & Jacob,999,deso,0.5,,Adam
d_089_shru_06,20220624,Adam & Jacob,999,chbe,0.5,,Adam
d_089_shru_06,20220624,Adam & Jacob,999,mesa,0.5,,Adam
d_089_shru_06,20220624,Adam & Jacob,999,sece,0.5,,Adam
d_089_shru_06,20220624,Adam & Jacob,999,meof,0.5,,Adam
d_090_shru_06,20220624,Adam & Jacob,1,_litter,65,,Adam
d_090_shru_06,20220624,Adam & Jacob,1,_bare,35,,Adam
d_090_shru_06,20220624,Adam & Jacob,1,satr,1,9,Adam
d_090_shru_06,20220624,Adam & Jacob,1,kosc,0.5,7,Adam
d_090_shru_06,20220624,Adam & Jacob,1,sial,1,21,Adam
d_090_shru_06,20220624,Adam & Jacob,1,elre,15,23,Adam
d_090_shru_06,20220624,Adam & Jacob,2,_litter,70,,Adam
d_090_shru_06,20220624,Adam & Jacob,2,_bare,30,,Adam
d_090_shru_06,20220624,Adam & Jacob,2,satr,2,10,Adam
d_090_shru_06,20220624,Adam & Jacob,2,kosc,1,8,Adam
d_090_shru_06,20220624,Adam & Jacob,2,elre,9,26,Adam
d_090_shru_06,20220624,Adam & Jacob,2,coar,2,8,Adam
d_090_shru_06,20220624,Adam & Jacob,3,_litter,95,,Adam
d_090_shru_06,20220624,Adam & Jacob,3,_bare,5,,Adam
d_090_shru_06,20220624,Adam & Jacob,3,satr,9,12,Adam
d_090_shru_06,20220624,Adam & Jacob,3,kosc,0.5,4,Adam
d_090_shru_06,20220624,Adam & Jacob,3,elre,1,16,Adam
d_090_shru_06,20220624,Adam & Jacob,3,mesa,0.5,7,Adam
d_090_shru_06,20220624,Adam & Jacob,4,_litter,98,,Adam
d_090_shru_06,20220624,Adam & Jacob,4,_bare,2,,Adam
d_090_shru_06,20220624,Adam & Jacob,4,satr,3,13,Adam
d_090_shru_06,20220624,Adam & Jacob,4,kosc,2,13,Adam
d_090_shru_06,20220624,Adam & Jacob,4,elre,27,23,Adam
d_090_shru_06,20220624,Adam & Jacob,999,hean,0.5,,Adam
d_090_shru_06,20220624,Adam & Jacob,999,bocu,0.5,,Adam
d_091_shru_06,20220624,Adam & Jacob,1,_litter,30,,Adam
d_091_shru_06,20220624,Adam & Jacob,1,_bare,70,,Adam
d_091_shru_06,20220624,Adam & Jacob,1,satr,10,12,Adam
d_091_shru_06,20220624,Adam & Jacob,1,elre,3,18,Adam
d_091_shru_06,20220624,Adam & Jacob,2,_litter,90,,Adam
d_091_shru_06,20220624,Adam & Jacob,2,_bare,10,,Adam
d_091_shru_06,20220624,Adam & Jacob,2,satr,5,14,Adam
d_091_shru_06,20220624,Adam & Jacob,2,elre,7,22,Adam
d_091_shru_06,20220624,Adam & Jacob,2,kosc,1,10,Adam
d_091_shru_06,20220624,Adam & Jacob,3,_litter,99,,Adam
d_091_shru_06,20220624,Adam & Jacob,3,_bare,1,,Adam
d_091_shru_06,20220624,Adam & Jacob,3,satr,2,12,Adam
d_091_shru_06,20220624,Adam & Jacob,3,elre,40,17,Adam
d_091_shru_06,20220624,Adam & Jacob,3,kosc,2,10,Adam
d_091_shru_06,20220624,Adam & Jacob,4,_litter,20,,Adam
d_091_shru_06,20220624,Adam & Jacob,4,_bare,80,,Adam
d_091_shru_06,20220624,Adam & Jacob,4,satr,2,11,Adam
d_091_shru_06,20220624,Adam & Jacob,4,elre,5,16,Adam
d_091_shru_06,20220624,Adam & Jacob,4,kosc,1,17,Adam
d_091_shru_06,20220624,Adam & Jacob,999,deso,0.5,,Adam
d_091_shru_06,20220624,Adam & Jacob,999,mesa,0.5,,Adam
d_091_shru_06,20220624,Adam & Jacob,999,atca,0.5,,Adam
d_091_shru_06,20220624,Adam & Jacob,999,brin,0.5,,Adam
d_091_shru_06,20220624,Adam & Jacob,999,bocu,0.5,,Adam
d_091_shru_06,20220624,Adam & Jacob,999,sial,0.5,,Adam
d_091_shru_06,20220624,Adam & Jacob,999,coar,0.5,,Adam
d_091_shru_06,20220624,Adam & Jacob,999,chbe,0.5,,Adam
d_092_shru_06,20220624,Adam & Jacob,1,_litter,60,,Adam
d_092_shru_06,20220624,Adam & Jacob,1,_bare,40,,Adam
d_092_shru_06,20220624,Adam & Jacob,1,satr,2,7,Adam
d_092_shru_06,20220624,Adam & Jacob,1,elre,7,24,Adam
d_092_shru_06,20220624,Adam & Jacob,1,kosc,1,12,Adam
d_092_shru_06,20220624,Adam & Jacob,2,_litter,40,,Adam
d_092_shru_06,20220624,Adam & Jacob,2,_bare,60,,Adam
d_092_shru_06,20220624,Adam & Jacob,2,satr,0.5,5,Adam
d_092_shru_06,20220624,Adam & Jacob,2,elre,6,18,Adam
d_092_shru_06,20220624,Adam & Jacob,2,kosc,1,9,Adam
d_092_shru_06,20220624,Adam & Jacob,3,_litter,95,,Adam
d_092_shru_06,20220624,Adam & Jacob,3,_bare,5,,Adam
d_092_shru_06,20220624,Adam & Jacob,3,satr,0.5,6,Adam
d_092_shru_06,20220624,Adam & Jacob,3,elre,45,22,Adam
d_092_shru_06,20220624,Adam & Jacob,3,kosc,0.5,2,Adam
d_092_shru_06,20220624,Adam & Jacob,3,mesa,1,12,Adam
d_092_shru_06,20220624,Adam & Jacob,4,_litter,50,,Adam
d_092_shru_06,20220624,Adam & Jacob,4,_bare,50,,Adam
d_092_shru_06,20220624,Adam & Jacob,4,satr,2,11,Adam
d_092_shru_06,20220624,Adam & Jacob,4,elre,14,24,Adam
d_092_shru_06,20220624,Adam & Jacob,4,kosc,0.5,5,Adam
d_092_shru_06,20220624,Adam & Jacob,999,chbe,0.5,,Adam
d_092_shru_06,20220624,Adam & Jacob,999,bocu,0.5,,Adam
d_092_shru_06,20220624,Adam & Jacob,999,erna,0.5,,Adam
d_092_shru_06,20220624,Adam & Jacob,999,atca,0.5,,Adam
d_093_shru_06,20220624,Adam & Jacob,1,_litter,90,,Adam
d_093_shru_06,20220624,Adam & Jacob,1,_bare,10,,Adam
d_093_shru_06,20220624,Adam & Jacob,1,brte,3,10,Adam
d_093_shru_06,20220624,Adam & Jacob,1,satr,2,12,Adam
d_093_shru_06,20220624,Adam & Jacob,1,kosc,3,15,Adam
d_093_shru_06,20220624,Adam & Jacob,1,sece,2,25,Adam
d_093_shru_06,20220624,Adam & Jacob,2,_litter,85,,Adam
d_093_shru_06,20220624,Adam & Jacob,2,_bare,15,,Adam
d_093_shru_06,20220624,Adam & Jacob,2,brte,7,18,Adam
d_093_shru_06,20220624,Adam & Jacob,2,satr,2,11,Adam
d_093_shru_06,20220624,Adam & Jacob,2,elre,1,13,Adam
d_093_shru_06,20220624,Adam & Jacob,3,_litter,100,,Adam
d_093_shru_06,20220624,Adam & Jacob,3,_bare,0,,Adam
d_093_shru_06,20220624,Adam & Jacob,3,brte,9,24,Adam
d_093_shru_06,20220624,Adam & Jacob,3,satr,3,12,Adam
d_093_shru_06,20220624,Adam & Jacob,4,_litter,95,,Adam
d_093_shru_06,20220624,Adam & Jacob,4,_bare,5,,Adam
d_093_shru_06,20220624,Adam & Jacob,4,brte,8,25,Adam
d_093_shru_06,20220624,Adam & Jacob,4,satr,1,16,Adam
d_093_shru_06,20220624,Adam & Jacob,4,sece,6,63,Adam
d_093_shru_06,20220624,Adam & Jacob,4,elre,1,20,Adam
d_093_shru_06,20220624,Adam & Jacob,999,atca,0.5,,Adam
d_093_shru_06,20220624,Adam & Jacob,999,deso,0.5,,Adam
d_077_herb_05,20220624,Adam & Jacob,1,_litter,100,,Adam
d_077_herb_05,20220624,Adam & Jacob,1,_bare,0,,Adam
d_077_herb_05,20220624,Adam & Jacob,1,brte,1,24,Adam
d_077_herb_05,20220624,Adam & Jacob,1,navi,17,45,Adam
d_077_herb_05,20220624,Adam & Jacob,1,bocu,60,26,Adam
d_077_herb_05,20220624,Adam & Jacob,2,_litter,100,,Adam
d_077_herb_05,20220624,Adam & Jacob,2,_bare,0,,Adam
d_077_herb_05,20220624,Adam & Jacob,2,brte,35,32,Adam
d_077_herb_05,20220624,Adam & Jacob,2,sphe,0.5,46,Adam
d_077_herb_05,20220624,Adam & Jacob,2,satr,1,15,Adam
d_077_herb_05,20220624,Adam & Jacob,3,_litter,100,,Adam
d_077_herb_05,20220624,Adam & Jacob,3,_bare,0,,Adam
d_077_herb_05,20220624,Adam & Jacob,3,brte,22,25,Adam
d_077_herb_05,20220624,Adam & Jacob,3,satr,1,14,Adam
d_077_herb_05,20220624,Adam & Jacob,4,_litter,100,,Adam
d_077_herb_05,20220624,Adam & Jacob,4,_bare,0,,Adam
d_077_herb_05,20220624,Adam & Jacob,4,brte,35,27,Adam
d_077_herb_05,20220624,Adam & Jacob,4, bocu,0.5,13,Adam
d_077_herb_05,20220624,Adam & Jacob,4,sphe,1,45,Adam
d_077_herb_05,20220624,Adam & Jacob,4,satr,0.5,4,Adam
d_077_herb_05,20220624,Adam & Jacob,999,erna,0.5,,Adam
d_077_herb_05,20220624,Adam & Jacob,999,taof,0.5,,Adam
d_077_herb_05,20220624,Adam & Jacob,999,upg4,0.5,,Adam
d_078_herb_05,20220624,Adam & Jacob,1,_litter,80,,Adam
d_078_herb_05,20220624,Adam & Jacob,1,_bare,20,,Adam
d_078_herb_05,20220624,Adam & Jacob,1,brte,20,25,Adam
d_078_herb_05,20220624,Adam & Jacob,1,satr,1,15,Adam
d_078_herb_05,20220624,Adam & Jacob,1,kosc,1,15,Adam
d_078_herb_05,20220624,Adam & Jacob,2,_litter,100,,Adam
d_078_herb_05,20220624,Adam & Jacob,2,_bare,0,,Adam
d_078_herb_05,20220624,Adam & Jacob,2,brte,51,17,Adam
d_078_herb_05,20220624,Adam & Jacob,2,satr,1,6,Adam
d_078_herb_05,20220624,Adam & Jacob,2,kosc,1,7,Adam
d_078_herb_05,20220624,Adam & Jacob,2,sece,3,44,Adam
d_078_herb_05,20220624,Adam & Jacob,3,_litter,100,,Adam
d_078_herb_05,20220624,Adam & Jacob,3,_bare,0,,Adam
d_078_herb_05,20220624,Adam & Jacob,3,brte,19,30,Adam
d_078_herb_05,20220624,Adam & Jacob,3,satr,1,8,Adam
d_078_herb_05,20220624,Adam & Jacob,3,kosc,1,26,Adam
d_078_herb_05,20220624,Adam & Jacob,3,sphe,30,26,Adam
d_078_herb_05,20220624,Adam & Jacob,4,_litter,90,,Adam
d_078_herb_05,20220624,Adam & Jacob,4,_bare,20,,Adam
d_078_herb_05,20220624,Adam & Jacob,4,brte,17,19,Adam
d_078_herb_05,20220624,Adam & Jacob,4,satr,0.5,8,Adam
d_078_herb_05,20220624,Adam & Jacob,4,kosc,7,13,Adam
d_078_herb_05,20220624,Adam & Jacob,4,elre,1,13,Adam
d_078_herb_05,20220624,Adam & Jacob,999,mesa,0.5,,Adam
d_078_herb_05,20220624,Adam & Jacob,999,bocu,0.5,,Adam
d_078_herb_05,20220624,Adam & Jacob,999,navi,0.5,,Adam
d_079_herb_05,20220624,Adam & Jacob,1,_litter,95,,Adam
d_079_herb_05,20220624,Adam & Jacob,1,_bare,5,,Adam
d_079_herb_05,20220624,Adam & Jacob,1,brte,2,16,Adam
d_079_herb_05,20220624,Adam & Jacob,1,kosc,11,11,Adam
d_079_herb_05,20220624,Adam & Jacob,1,elre,3,12,Adam
d_079_herb_05,20220624,Adam & Jacob,1,ciar,2,12,Adam
d_079_herb_05,20220624,Adam & Jacob,1,satr,1,6,Adam
d_079_herb_05,20220624,Adam & Jacob,2,_litter,60,,Adam
d_079_herb_05,20220624,Adam & Jacob,2,_bare,40,,Adam
d_079_herb_05,20220624,Adam & Jacob,2,brte,1,4,Adam
d_079_herb_05,20220624,Adam & Jacob,2,kosc,20,9,Adam
d_079_herb_05,20220624,Adam & Jacob,2,ciar,1,6,Adam
d_079_herb_05,20220624,Adam & Jacob,2,satr,0.5,3,Adam
d_079_herb_05,20220624,Adam & Jacob,3,_litter,100,,Adam
d_079_herb_05,20220624,Adam & Jacob,3,_bare,0,,Adam
d_079_herb_05,20220624,Adam & Jacob,3,brte,1,18,Adam
d_079_herb_05,20220624,Adam & Jacob,3,kosc,7,13,Adam
d_079_herb_05,20220624,Adam & Jacob,3,elre,1,18,Adam
d_079_herb_05,20220624,Adam & Jacob,3,ciar,1,11,Adam
d_079_herb_05,20220624,Adam & Jacob,3,satr,0.5,10,Adam
d_079_herb_05,20220624,Adam & Jacob,3,sece,2,35,Adam
d_079_herb_05,20220624,Adam & Jacob,4,_litter,60,,Adam
d_079_herb_05,20220624,Adam & Jacob,4,_bare,40,,Adam
d_079_herb_05,20220624,Adam & Jacob,4,brte,2,14,Adam
d_079_herb_05,20220624,Adam & Jacob,4,kosc,8,14,Adam
d_079_herb_05,20220624,Adam & Jacob,4,ciar,2,13,Adam
d_079_herb_05,20220624,Adam & Jacob,4,satr,1,4,Adam
d_079_herb_05,20220624,Adam & Jacob,999,deso,0.5,,Adam
d_079_herb_05,20220624,Adam & Jacob,999,coar,0.5,,Adam
d_079_herb_05,20220624,Adam & Jacob,999,sial,0.5,,Adam
d_079_herb_05,20220624,Adam & Jacob,999,sphe,0.5,,Adam
d_080_herb_05,20220624,Adam & Jacob,1,_bare,0,,Adam
d_080_herb_05,20220624,Adam & Jacob,1,_litter,100,,Adam
d_080_herb_05,20220624,Adam & Jacob,1,brte,11,32,Adam
d_080_herb_05,20220624,Adam & Jacob,1,satr,3,9,Adam
d_080_herb_05,20220624,Adam & Jacob,1,kosc,3,10,Adam
d_080_herb_05,20220624,Adam & Jacob,1,elre,1,29,Adam
d_080_herb_05,20220624,Adam & Jacob,2,_bare,10,,Adam
d_080_herb_05,20220624,Adam & Jacob,2,_litter,90,,Adam
d_080_herb_05,20220624,Adam & Jacob,2,brte,7,10,Adam
d_080_herb_05,20220624,Adam & Jacob,2,kosc,17,9,Adam
d_080_herb_05,20220624,Adam & Jacob,3,_bare,0,,Adam
d_080_herb_05,20220624,Adam & Jacob,3,_litter,100,,Adam
d_080_herb_05,20220624,Adam & Jacob,3,brte,35,17,Adam
d_080_herb_05,20220624,Adam & Jacob,3,satr,1,8,Adam
d_080_herb_05,20220624,Adam & Jacob,3,kosc,7,18,Adam
d_080_herb_05,20220624,Adam & Jacob,3,elre,1,15,Adam
d_080_herb_05,20220624,Adam & Jacob,4,_bare,98,,Adam
d_080_herb_05,20220624,Adam & Jacob,4,_litter,2,,Adam
d_080_herb_05,20220624,Adam & Jacob,4,brte,8,15,Adam
d_080_herb_05,20220624,Adam & Jacob,4,satr,1,4,Adam
d_080_herb_05,20220624,Adam & Jacob,4,kosc,6,17,Adam
d_080_herb_05,20220624,Adam & Jacob,4,elre,50,12,Adam
d_080_herb_05,20220624,Adam & Jacob,999,deso,0.5,,Adam
d_080_herb_05,20220624,Adam & Jacob,999,upg4,0.5,,Adam
d_080_herb_05,20220624,Adam & Jacob,999,coar,0.5,,Adam
d_080_herb_05,20220624,Adam & Jacob,999,navi,0.5,,Adam
d_081_herb_05,20220624,Adam & Jacob,1,_litter,80,,Adam
d_081_herb_05,20220624,Adam & Jacob,1,_bare,20,,Adam
d_081_herb_05,20220624,Adam & Jacob,1,brte,6,19,Adam
d_081_herb_05,20220624,Adam & Jacob,1,satr,2,16,Adam
d_081_herb_05,20220624,Adam & Jacob,1,kosc,1,18,Adam
d_081_herb_05,20220624,Adam & Jacob,1,elre,26,20,Adam
d_081_herb_05,20220624,Adam & Jacob,1,coar,4,9,Adam
d_081_herb_05,20220624,Adam & Jacob,2,_litter,99,,Adam
d_081_herb_05,20220624,Adam & Jacob,2,_bare,1,,Adam
d_081_herb_05,20220624,Adam & Jacob,2,brte,0.5,10,Adam
d_081_herb_05,20220624,Adam & Jacob,2,satr,1,7,Adam
d_081_herb_05,20220624,Adam & Jacob,2,kosc,0.5,5,Adam
d_081_herb_05,20220624,Adam & Jacob,2,elre,65,27,Adam
d_081_herb_05,20220624,Adam & Jacob,2,upg4,10,10,Adam
d_081_herb_05,20220624,Adam & Jacob,3,_litter,90,,Adam
d_081_herb_05,20220624,Adam & Jacob,3,_bare,10,,Adam
d_081_herb_05,20220624,Adam & Jacob,3,brte,2,12,Adam
d_081_herb_05,20220624,Adam & Jacob,3,satr,2,9,Adam
d_081_herb_05,20220624,Adam & Jacob,3,kosc,10,15,Adam
d_081_herb_05,20220624,Adam & Jacob,3,elre,6,31,Adam
d_081_herb_05,20220624,Adam & Jacob,3,upg4,1,15,Adam
d_081_herb_05,20220624,Adam & Jacob,4,_litter,80,,Adam
d_081_herb_05,20220624,Adam & Jacob,4,_bare,20,,Adam
d_081_herb_05,20220624,Adam & Jacob,4,brte,4,22,Adam
d_081_herb_05,20220624,Adam & Jacob,4,satr,3,16,Adam
d_081_herb_05,20220624,Adam & Jacob,4,kosc,0.5,13,Adam
d_081_herb_05,20220624,Adam & Jacob,4,elre,6,23,Adam
d_081_herb_05,20220624,Adam & Jacob,999,navi,0.5,,Adam
d_081_herb_05,20220624,Adam & Jacob,999,bocu,0.5,,Adam
d_081_herb_05,20220624,Adam & Jacob,999,mesa,0.5,,Adam
d_081_herb_05,20220624,Adam & Jacob,999,assp,0.5,,Adam
d_082_herb_05,20220624,Adam & Jacob,1,_litter,90,,Adam
d_082_herb_05,20220624,Adam & Jacob,1,_bare,10,,Adam
d_082_herb_05,20220624,Adam & Jacob,1,brte,9,21,Adam
d_082_herb_05,20220624,Adam & Jacob,1,satr,2,9,Adam
d_082_herb_05,20220624,Adam & Jacob,1,kosc,1,8,Adam
d_082_herb_05,20220624,Adam & Jacob,1,elre,4,29,Adam
d_082_herb_05,20220624,Adam & Jacob,2,_litter,100,,Adam
d_082_herb_05,20220624,Adam & Jacob,2,_bare,0,,Adam
d_082_herb_05,20220624,Adam & Jacob,2,brte,31,22,Adam
d_082_herb_05,20220624,Adam & Jacob,2,satr,1,18,Adam
d_082_herb_05,20220624,Adam & Jacob,2,kosc,3,25,Adam
d_082_herb_05,20220624,Adam & Jacob,3,_litter,95,,Adam
d_082_herb_05,20220624,Adam & Jacob,3,_bare,5,,Adam
d_082_herb_05,20220624,Adam & Jacob,3,brte,26,18,Adam
d_082_herb_05,20220624,Adam & Jacob,3,satr,3,13,Adam
d_082_herb_05,20220624,Adam & Jacob,3,kosc,4,13,Adam
d_082_herb_05,20220624,Adam & Jacob,3,upg4,1,16,Adam
d_082_herb_05,20220624,Adam & Jacob,4,_litter,100,,Adam
d_082_herb_05,20220624,Adam & Jacob,4,_bare,0,,Adam
d_082_herb_05,20220624,Adam & Jacob,4,brte,41,30,Adam
d_082_herb_05,20220624,Adam & Jacob,4,satr,1,17,Adam
d_082_herb_05,20220624,Adam & Jacob,4,kosc,14,25,Adam
d_082_herb_05,20220624,Adam & Jacob,4,elre,6,23,Adam
d_082_herb_05,20220624,Adam & Jacob,999,bocu,0.5,,Adam
d_082_herb_05,20220624,Adam & Jacob,999,ciar,0.5,,Adam
d_082_herb_05,20220624,Adam & Jacob,999,sphe,0.5,,Adam
d_082_herb_05,20220624,Adam & Jacob,999,navi,0.5,,Adam
d_082_herb_05,20220624,Adam & Jacob,999,sial,0.5,,Adam
d_082_herb_05,20220624,Adam & Jacob,999,mesa,0.5,,Adam
d_082_herb_05,20220624,Adam & Jacob,999,sece,0.5,,Adam
d_083_herb_05,20220624,Adam & Jacob,1,_litter,30,,Adam
d_083_herb_05,20220624,Adam & Jacob,1,_bare,70,,Adam
d_083_herb_05,20220624,Adam & Jacob,1,kosc,21,10,Adam
d_083_herb_05,20220624,Adam & Jacob,1,brte,1,15,Adam
d_083_herb_05,20220624,Adam & Jacob,1,satr,2,15,Adam
d_083_herb_05,20220624,Adam & Jacob,1,bocu,0.5,39,Adam
d_083_herb_05,20220624,Adam & Jacob,2,_litter,95,,Adam
d_083_herb_05,20220624,Adam & Jacob,2,_bare,5,,Adam
d_083_herb_05,20220624,Adam & Jacob,2,kosc,10,12,Adam
d_083_herb_05,20220624,Adam & Jacob,2,brte,1,11,Adam
d_083_herb_05,20220624,Adam & Jacob,2,satr,3,6,Adam
d_083_herb_05,20220624,Adam & Jacob,2,mesa,1,48,Adam
